-5.397302,1.006833,-1.462223,9.042866,2.193347,4.180267,2.819844,-0.368449,-7.063593,7.532960,-8.448676,9.393381,-2.199163,3.746260,-6.012375,5.583199,-3.870175,-7.869912,-6.029365,2.595262,-9.321156,6.487218,-2.111629,-4.705125,1.856131,-3.572439,2.806655,8.327096,4.846378,6.096690,7.536687,-2.533351,-5.710128,1.133571,-4.916584,5.653229,6.107343,7.468264,2.260421,-3.149431,-7.101858,-2.361366,-6.819287,3.493102,-0.243109,0.288249,-5.023870,-9.333584,9.582854,8.417304,-7.977382,6.887714,5.832495,3.450880,-2.424572,-9.287245,-9.841740,-2.708522,6.184711,1.277035,-4.706998,-0.482591,-8.368612,0.687912,-2.945767,-7.078521,5.927228,8.301717,9.986748,6.994280,-9.924532,-2.154507,1.970795,-1.909744,5.437998,-7.923625,0.671219,-5.331368,7.670842,-1.138358,-2.249037,-7.265114,-0.922510,-8.587621,8.911359,6.983026,-5.146794,-9.912961,0.819253,0.231448,-7.404927,9.584812,6.082754,3.060607,-1.313898,-8.568047,2.247365,7.482714,-0.086554,-7.735574,7.188274,1.590189,3.457432,-9.559671,2.361962,-7.265496,6.918723,9.971810,-0.233906,7.131082,3.600392,-1.290138,-2.599666,1.271291,-4.397019,1.126298,0.503421,6.979550,9.706064,4.057337,-9.122131,-1.376788,-7.961734,5.887962,-9.297251,7.013810,3.792542,-0.077414,7.899251,-1.953620,3.635171,9.960383,0.721148,4.411857,-5.305253,7.770612,-2.581373,5.779696,-3.430771,-3.445862,2.463717
-0.158441,-9.793241,-8.226161,3.229195,-5.364706,-7.263562,-5.698085,-1.493935,-4.014905,-1.810054,-3.212907,-0.574302,-0.841391,-7.098135,-0.201081,-3.562648,-8.674306,-3.169839,-0.172665,-4.629764,-6.540201,-2.459217,5.615126,1.098026,3.069768,4.988174,-6.176320,3.744318,-2.647610,-3.435229,4.952345,8.834272,-4.644794,6.694964,-0.252158,-0.187955,8.400670,-7.401992,-4.107911,0.085038,9.675009,7.838459,-1.535091,-6.778354,-2.136615,5.776118,9.600412,5.955716,-2.452910,-6.054997,-3.675101,-1.883621,-4.055431,-9.251118,-3.406306,-4.541381,5.244059,3.446902,0.051207,3.818218,-1.576334,1.022862,-7.942852,-5.683904,5.490291,-7.385094,-3.344141,5.621544,-3.288643,4.161780,0.910526,9.078257,-5.401231,7.356160,8.618489,0.809300,3.402642,8.925449,-4.048564,3.815548,9.745332,-3.707983,6.188785,0.783277,-8.660376,-9.015157,-7.390654,3.498406,-4.139536,7.233911,5.941848,-2.612310,3.087117,4.908039,-5.130084,0.789619,5.981933,2.680892,9.472182,8.600954,8.631177,1.814910,9.917559,4.992141,-8.171656,-7.403768,9.849470,5.576659,8.775022,7.692225,-7.148047,-3.757836,-5.822103,-9.334493,0.152492,7.518304,6.788512,5.086269,-3.942950,3.691193,-4.878600,-5.947024,-5.338480,-5.130260,-9.814346,0.933298,-6.909493,9.398301,5.986335,-9.473802,-9.230922,8.794607,5.904518,0.944695,-2.035401,7.692302,6.567450,9.521505,4.346490,-1.601924,-4.635368
-7.655449,-2.275002,7.926303,7.398528,-8.743696,-8.781228,-7.335990,2.705082,4.519128,3.951721,3.487159,9.375835,-4.978096,4.356084,4.432113,8.060896,-3.630574,-4.565073,7.420981,-6.506028,4.497022,5.831378,9.034724,4.598589,-7.625342,1.893903,6.913497,-8.861327,-8.989271,-8.943981,8.099301,-3.862834,-8.460393,6.721646,7.635958,2.963125,-5.759489,-5.662826,0.530200,4.821546,3.033749,6.043203,-2.035152,-7.487340,3.814832,-8.028352,-2.440631,-6.174118,-3.992155,4.808524,-1.736721,4.919371,8.247250,-9.808658,-5.877724,2.998572,-8.598951,-5.429459,-3.484373,-9.580394,-9.825512,1.591073,-2.908256,7.294074,9.037838,3.271463,0.621948,7.122811,-4.304055,6.448868,6.736293,6.930454,-3.416514,0.130322,-3.372239,6.792379,-9.494056,-0.169319,3.746872,-7.848569,9.934011,-1.542375,6.012538,8.432207,4.311962,-2.495154,9.397322,9.753635,2.971310,6.543043,1.544633,-3.187051,-4.320390,-9.717376,-4.258276,4.523060,-3.451713,-6.494297,-2.788085,7.494877,6.373439,7.928559,0.956450,6.824055,-8.774576,-3.453808,7.341752,6.918554,4.028379,-6.283371,-8.727981,0.908815,-7.560564,8.915405,-3.486185,-6.953126,-8.227167,-0.055095,3.054872,8.322293,-1.958720,-8.012112,7.468139,8.745908,-3.622426,8.641813,0.555107,3.179895,4.035971,0.896413,-0.316981,-5.212798,0.660669,3.334378,6.083642,-4.040789,2.664324,4.481040,2.025339,-5.618352,3.298406
6.330422,8.786575,-8.725457,-7.403716,-7.056374,-4.683178,-9.714468,3.723272,-1.778254,3.800716,9.819632,2.525492,-3.910971,-6.288544,-0.524418,-0.390993,-6.840711,3.239902,-3.743150,8.300095,2.480280,6.448716,-6.705033,-4.511574,-5.458976,6.903268,3.997556,6.662346,-0.402549,-1.057040,-7.273470,-5.849714,-0.721652,8.247282,0.010390,7.623431,-1.935345,-7.615622,-0.141708,4.454210,0.219658,-0.785763,8.158406,-5.483127,-5.500895,-9.650929,-0.767775,7.779168,-9.694575,0.617012,-4.189625,-7.486897,1.914573,-0.674654,-6.016131,1.290078,7.160537,-4.469517,-7.225202,3.557772,-6.462256,-0.232028,0.117117,-8.729893,-2.335265,-2.140386,3.933181,5.592965,6.211101,-5.885830,4.554152,4.723669,1.648249,-4.921627,5.506888,2.145917,5.123427,-3.662550,3.402706,4.982618,-8.334925,1.949413,-5.297747,6.248986,-5.504619,-4.211233,8.385532,5.912408,3.785672,-4.928810,-9.430545,8.228283,-0.475532,-0.666516,-8.309065,-7.213450,-1.751220,-0.196528,-2.346282,9.472223,-7.736091,4.191410,-7.848126,6.280109,-9.328669,-3.804152,-4.104327,5.779664,-4.081193,5.114170,-1.006488,-3.968491,-1.830944,6.801820,6.200906,5.011316,-7.566074,0.987593,5.361592,-4.471766,7.863253,4.733176,1.160392,0.741719,3.832358,6.901700,3.381431,-7.330184,0.120203,5.481102,9.746369,2.610430,-1.887536,-2.800568,9.640008,3.665714,7.133927,9.073020,-9.210180,4.291536,7.395447
0.474970,-0.276250,-0.919328,4.299970,4.197061,4.663557,5.876802,6.010028,-8.191828,-8.124972,6.891217,7.619222,-2.938278,-4.990964,1.683516,-2.714765,-7.809150,9.012842,4.767313,5.601995,-8.480594,5.930487,6.545050,5.733104,8.332477,-2.126740,-6.341374,-2.611778,-5.507710,-6.124874,-9.348651,6.025535,-5.355715,9.907272,8.229852,-0.206636,-6.518618,7.967934,-6.846853,0.873075,-6.910347,-2.613958,6.806608,1.933549,-8.495240,1.685435,2.007814,2.208168,-1.780271,5.895430,9.103815,3.458834,1.382953,-8.107802,-7.800963,-0.958552,-3.071584,9.040885,9.988618,3.646573,8.202239,-2.654146,-7.767825,-3.422993,0.342804,9.243606,0.099987,2.816661,5.201136,1.392759,-5.669951,1.632332,2.125777,-1.772822,-4.094635,-2.364157,-0.072029,-1.273068,1.681610,8.771260,4.532910,-5.051629,-0.609948,7.124679,-4.255515,-9.853225,-1.604647,-9.188092,6.151971,3.890338,-3.905656,-3.183322,-2.654362,-4.354932,-1.954761,-8.480500,4.926422,-6.360569,4.009110,9.245061,-3.736626,-3.950899,-2.568637,-0.329111,3.400315,-4.473397,6.126705,-2.544253,8.859472,5.435695,-4.690917,1.305140,-1.247961,-0.262949,-6.190119,-5.678258,-4.831262,-7.430635,1.210278,-7.024631,9.745681,1.805718,7.883444,8.440814,-8.415592,3.375685,2.062920,2.918457,9.533080,-8.906828,-5.663894,1.590565,5.299676,-9.883830,0.894641,-9.306256,8.172766,0.120232,-8.863745,-0.468800,-0.315818
6.137473,-7.533047,7.950349,-8.336993,0.159409,9.264902,7.382259,-4.069094,2.166083,-4.859296,2.905392,8.996642,2.364315,-9.364038,-6.876516,-3.778651,-6.107080,1.125945,-5.347569,-6.824628,-2.756666,2.410165,-0.723944,-5.907971,-1.347031,5.981700,-4.982346,5.876466,5.266461,-1.963037,-5.921793,4.257674,2.431007,-3.677209,-1.223092,-1.564797,3.192023,-6.282856,6.974747,0.541910,9.181286,-1.724803,8.011471,-4.425895,-0.142356,-4.895456,8.150841,-8.896215,2.812782,7.305409,-0.572095,-8.481556,-5.937268,-1.617164,9.789424,2.473155,-3.965586,-5.615974,-9.324337,3.760366,0.560109,-1.865110,5.287493,-4.294668,-7.720345,-7.287082,-5.965463,-5.843371,-0.626785,-4.841506,-6.996538,1.248620,-1.002630,3.221711,1.005614,-6.481275,-5.342129,1.607320,-9.102018,-9.437078,-4.175824,-5.246653,-2.444459,7.068097,-2.708167,9.343046,0.386431,-8.912854,-9.083397,-4.676075,-4.881917,4.773773,-6.122430,-1.086066,4.666825,-0.473706,2.720200,-3.217903,0.402138,1.667600,-0.698177,-5.922296,1.694970,3.544370,-4.421444,-2.649945,8.563634,-0.996301,-1.056177,3.771239,-3.485069,0.424421,5.090590,-7.825052,-7.888561,2.664222,1.596803,7.061180,6.131596,-0.462826,-9.455395,-6.086592,9.888402,5.645321,-0.125250,2.451132,4.172755,-1.435001,4.640920,-8.770276,-5.155607,-0.210737,6.793509,-6.901301,-6.604254,9.049848,2.120869,-6.420756,-9.807164,4.666493,5.466764
-6.478976,3.678311,-5.866859,-9.242562,-4.679536,4.087298,1.501680,-7.218838,9.748923,3.748222,5.746233,9.706061,-9.280710,-1.821231,4.495448,4.805465,-1.893648,-8.291413,4.201335,2.144393,3.875110,-9.133702,-2.378708,9.162242,-1.512975,-5.031361,-8.163618,-6.099450,-8.304186,-4.152821,-6.917992,-3.474987,9.306437,8.084028,-1.284044,6.173868,-7.152943,-9.400547,1.951418,7.537308,2.787060,8.840446,5.380995,-6.426019,6.545887,-4.929344,2.394889,2.613697,3.657589,-7.013072,1.175487,0.273206,-0.010867,-4.522188,1.950146,-0.178537,-2.441385,-5.664145,0.081141,-3.659454,6.391906,-5.491302,2.887868,-4.542324,0.069280,-0.677870,-8.973870,1.531754,-4.217071,4.087472,8.687149,-2.977214,-7.023694,-1.136205,6.067913,-0.781402,9.020308,-5.784781,2.054291,-2.687054,3.386532,3.151639,-1.486236,-2.084167,-5.135369,-6.700660,-5.122741,-9.849354,-4.122943,-0.405489,7.982941,7.443106,-7.604263,1.496301,8.883675,0.468004,-3.879584,-3.576571,7.483997,-2.624634,6.525134,-2.816864,-5.718988,-8.456140,-6.617713,-2.940959,-4.425432,-4.613185,-5.449911,7.690131,2.281098,-9.722640,5.114150,1.644957,-0.226196,9.176415,-4.599338,9.429498,-4.035336,-4.735356,-7.233917,-2.879227,-6.220039,6.631374,9.636785,1.719487,9.103495,7.738350,7.297593,3.018862,-6.231023,0.609642,-3.684086,7.712701,1.782424,-2.845457,-8.544026,6.440729,-1.425494,-7.025712,2.728700
4.593746,4.438239,1.901905,9.643373,7.801778,4.674646,-7.853426,5.880868,-1.296837,-2.002482,-9.824760,5.338535,-8.321172,9.621859,-6.619997,-1.689659,2.119782,-4.432677,-7.507024,4.237177,1.145995,4.586648,7.478300,-3.289904,-4.613770,2.920506,8.867752,8.212406,-0.676610,-2.485247,-1.823653,-9.245369,4.340259,5.301341,6.872109,5.358670,-7.048650,-6.796983,8.806926,6.183342,-1.955444,-0.537356,9.179965,3.353009,-8.389127,5.021720,-6.524688,-2.930609,5.559278,-8.336171,1.147965,-9.241533,-6.963470,-0.093689,-8.667123,-0.115597,-7.230542,-9.973866,0.720574,9.960640,3.151574,-5.983344,-9.627588,9.106662,-0.400478,3.650570,-6.655343,-1.430556,-7.508568,7.935440,8.532802,-5.305279,-0.185424,-2.090207,3.524360,0.047878,-7.672733,8.401186,-2.287676,-4.062184,-7.996020,-0.554762,0.410451,-1.532713,-8.924595,-3.015578,-9.514809,-5.226795,-8.266665,-6.719327,-3.584467,-8.826209,5.330754,-0.476929,3.801966,-0.018488,6.545537,-9.439622,0.813586,-0.758482,9.839346,8.385796,-7.550156,-4.409131,1.686831,-9.735024,-5.714475,-3.437011,3.702747,7.348636,-0.293921,-4.367219,1.886878,0.588397,1.782169,2.712433,-0.844956,-2.699407,-8.153783,2.353112,-3.015690,6.305980,-9.159691,5.150688,3.343273,-3.880481,-2.999570,-8.123367,9.524644,2.185940,3.646958,-9.850287,-3.365942,4.334211,-4.421057,7.795409,4.061528,-9.485393,-3.977249,-2.494671,-2.614050
-4.420391,-9.178170,2.321611,7.290587,-4.549960,-7.724825,-6.646838,-0.018008,-4.347416,2.801563,-2.642323,-9.382993,-3.629244,-0.597425,-9.603518,8.181035,-5.851598,-9.960011,1.000129,-6.633673,-6.095787,-9.682547,9.339707,1.013099,0.040727,1.976380,-1.971937,3.048913,4.585177,-1.263106,1.630203,-9.231850,0.861798,-2.692590,8.880052,-7.711387,8.517941,1.616957,1.496426,-7.545819,-2.474614,-7.791105,-7.045670,-3.081995,1.795659,2.138886,9.957859,-5.220780,1.524103,3.450823,6.111222,9.425787,4.424788,-2.859355,-9.067229,-3.801587,-2.052019,-7.444029,3.557193,6.342075,-1.461707,-7.602640,6.845881,1.879445,2.869658,-4.869270,4.391464,9.929241,-3.974591,-7.268692,6.952262,-0.765293,3.164808,9.072076,-9.679190,-8.559753,9.262751,-1.002902,-3.236445,-3.356646,-3.618319,-5.623033,-0.752656,-5.512429,3.733725,3.330909,6.780524,-0.017526,9.571894,7.880956,-8.921550,9.684776,1.345211,9.241784,-7.099299,9.443480,5.715975,-9.696083,1.142369,-4.230392,-0.817840,-2.819076,-3.830234,1.124075,7.834815,0.129195,-1.641975,4.249146,6.306194,4.993284,-7.151210,4.315090,-3.115566,9.694926,8.000508,1.003470,5.801798,-5.067911,3.778291,3.560936,-6.306963,-7.414945,5.176835,-0.625773,7.418648,2.517413,3.464265,8.469178,9.117192,2.796718,-2.136214,0.818325,1.282407,7.553612,-6.706545,-8.747838,-0.816861,3.856569,-6.927435,2.354684,-1.271638
-1.882677,4.441574,-7.855105,-6.476970,-1.184672,-8.022048,3.703145,-9.216260,-6.096223,7.005077,1.335661,3.967233,-7.020189,-6.736467,-6.400929,1.708104,1.858459,-4.595367,-2.526338,0.660937,8.149443,-5.933746,-0.177329,0.758142,9.098000,5.894856,-4.981109,-9.727751,-3.307477,5.782506,3.787250,7.527714,-9.924970,6.230168,-3.640847,2.167447,6.301992,7.776868,-3.871777,-7.946337,-8.373066,-1.144988,2.255093,-4.840571,6.936380,8.950450,7.888498,-1.687781,-5.225219,0.677673,-0.187801,-7.565871,-8.203259,8.314037,2.215994,7.070423,-7.781708,3.575694,-8.781571,1.324396,-6.405688,3.597743,5.263055,6.025744,-3.757141,7.689465,-4.235173,-5.887585,8.507213,-9.331465,8.652665,2.304848,-9.998217,1.170638,3.055597,1.807281,-4.474925,1.295483,-0.833910,-9.190971,2.796069,-9.114375,6.769212,5.596935,1.958077,-4.059569,-7.728954,3.739839,-9.910451,-4.959376,4.547583,-3.023149,3.101944,8.052347,-7.910662,6.176625,6.768116,3.910566,0.050152,4.879403,6.203625,3.493476,-0.454840,-7.178613,3.388513,-5.462174,8.041696,1.233854,-7.223019,-6.244183,-8.554330,1.708567,-8.462113,-0.407657,-9.888647,3.599158,0.485682,8.721788,3.523120,-3.887949,7.670405,1.965171,-0.609022,-0.646083,9.104076,-6.330738,9.723659,4.799930,8.265324,-0.916555,-0.031375,-3.907838,-6.814494,-3.074275,-0.262879,-0.399494,9.198701,-5.751996,-4.302291,-5.169908,6.989688
