-9.090610,-0.241055,-0.363574,5.730330,6.699902,-1.015184,3.723921,0.466910,9.038605,-3.556829,7.658834,2.050883,1.101000,-3.855399,-7.673166,-4.297683,3.995607,8.981982,0.608438,1.834708,2.970725,-7.686442,5.971318,2.940001,9.019008,-3.051395,9.422245,6.272522,-9.591742,-3.651775,0.759555,5.562629,0.117576,2.464136,-0.527246,8.868176,-9.761895,8.165956,-5.845140,-5.191286,-8.336166,1.267638,5.422646,4.578076,5.957190,-1.367437,-2.169011,-4.289079,3.228979,-4.293380,-5.634936,5.225480,4.746257,-7.400541,5.164925,7.265397,9.462925,3.615844,0.991283,-2.264513,-3.468036,-8.714773,2.404888,6.534276,-2.199700,-7.533419,7.281615,-2.679738,6.315310,2.082071,-8.826128,-1.669200,-9.070318,-4.505046,-0.468306,7.844962,5.877501,1.911154,2.307173,8.158168,3.650156,-0.403169,8.378348,7.233713,0.242228,-3.513986,3.361181,1.027539,-6.776365,6.252031,9.925444,-2.733332,-7.456099,-2.145707,9.641398,-7.733412,9.136830,8.206682,8.816335,-3.138700,4.543156,4.076335,2.591819,9.374307,0.283177,4.299634,-0.464206,2.007147,-1.276172,9.487851,8.241771,9.788849,4.050896,9.318565,9.820238,-0.782620,-3.031216,5.744231,2.621885,-8.541691,5.069874,5.127079,-8.816225,7.670262,3.920162,6.556279,-9.854731,7.697556,6.770026,5.525334,0.284444,7.187183,-7.762477
-5.362559,8.904990,1.284919,2.853066,-2.708582,-2.725110,-6.800985,-7.006421,3.162041,2.836190,2.674568,2.881495,5.813854,6.480840,3.437436,7.276264,-8.345005,-8.722772,0.927258,-4.726489,-3.294477,2.693789,-4.270779,-4.044269,6.622638,-9.812046,-2.654323,-5.080147,9.342067,-9.787769,-4.675073,-6.809311,-3.605225,6.101834,-5.659307,-8.704476,-8.172668,4.730230,-0.857582,1.326760,1.001271,1.565064,-3.004382,0.552141,9.821572,1.215956,-9.146464,2.246775,7.832093,-6.629562,-6.502976,4.002429,-8.724751,-6.289541,-4.480667,-2.612751,-7.840565,2.951261,8.347080,-2.285024,0.341503,-0.417548,2.524097,-4.088989,-6.593592,4.774057,5.992355,5.919436,-9.507419,-3.040299,-0.040422,-6.437114,4.291792,-4.277523,-9.471194,-3.995419,-5.791260,2.750682,6.982175,-6.129042,-6.893820,-2.743247,-0.700525,-3.039023,-6.319637,2.198692,-4.937673,-4.425929,-2.273552,4.745995,-4.294471,4.665725,-6.225444,0.551880,-9.716154,-5.478830,4.982672,-9.014750,-6.597710,6.036636,-5.267765,4.976000,-6.990680,8.294072,9.785458,-7.352186,6.952161,2.778786,-4.114515,-8.532719,3.011257,0.444539,3.089565,0.327480,8.403273,-1.123875,7.450976,5.740184,-7.111157,6.159442,-7.143538,-2.207565,-0.214410,-2.455221,-2.312135,7.836394,-2.129292,-7.765872,8.345226,-6.899083,-0.068228,-9.021100,-9.487429
3.914895,-5.212252,-0.414214,8.813775,8.329711,-4.056075,9.220640,4.292876,1.002410,6.767619,7.678734,-0.564832,-4.994436,-1.429641,-3.654170,-9.300641,0.293845,5.432333,-8.581691,-3.719762,-9.980155,-0.085507,0.446048,-0.403375,6.518414,1.766698,-3.563817,0.792319,9.305445,-1.766521,3.008477,4.705251,0.320162,3.978251,-5.053787,-8.704528,8.822202,-3.525706,9.653862,-1.849078,5.219869,3.247886,-7.105468,4.778290,5.104187,5.621593,2.138434,1.920066,2.763741,-9.849903,3.017226,-3.954467,-7.437899,-5.412082,1.344207,-1.326541,-4.840433,-8.300370,4.337786,-0.378870,-0.721130,2.820834,7.542370,-4.764356,-6.637415,7.346821,2.027870,8.404240,-9.140321,-8.592460,7.206797,8.136319,-9.298819,3.233620,4.390262,-6.736361,2.257506,-0.545695,-5.108433,-2.457869,-6.064270,-8.627994,6.338217,0.144682,-8.024527,6.476742,2.859683,-5.786082,-8.575118,-1.108034,-3.882531,0.802323,-9.775047,0.862997,-7.527386,-4.724070,-8.259762,-1.427904,9.962159,-7.018572,5.497798,-7.503855,3.557779,5.263869,9.591257,-8.676513,-1.090420,2.158703,-9.555316,-4.580262,5.975336,3.230057,1.956790,5.144033,2.389591,-4.941879,1.862011,-3.638426,-1.560527,-4.021591,-9.736392,1.078342,-7.128644,0.090393,1.720064,-4.209131,0.171139,1.240127,0.720169,-7.655212,9.611886,0.830943,-8.100881
3.255161,7.031777,4.458987,-0.552722,5.298332,-5.090580,-1.228319,3.098220,8.513721,-9.021059,4.563437,2.900022,-7.514603,3.836371,5.448661,6.389305,-7.979284,-9.586597,-1.634951,-9.010040,-3.347153,-3.415546,9.513782,4.897347,3.397383,5.254062,-4.921908,-9.172876,7.381426,4.343335,4.400752,6.306740,-2.848101,5.811550,-1.094138,7.254999,8.698762,-6.440846,-8.920621,1.493631,9.010029,-1.809639,-2.280718,-3.755045,8.347760,6.128131,4.118286,0.352497,-1.499100,-5.747902,7.609669,1.046583,-9.408700,1.485398,-7.417679,5.358628,-2.429165,-0.587941,0.070679,1.957600,2.454345,4.505596,-1.458800,-0.216423,-3.698967,2.482882,-6.420768,3.370450,4.999976,0.737307,3.642831,1.537332,0.366492,8.673311,6.131449,5.869792,-1.352201,-1.882195,7.410816,-7.214221,-4.429382,2.857723,-1.241215,-4.991276,8.244931,-4.234901,4.927832,-7.119636,-2.178749,-8.553121,-0.085156,-7.145712,4.697731,7.782622,2.141938,-0.678015,2.384335,-6.566129,-6.339295,9.385853,2.785532,3.475530,2.169597,0.003710,4.777051,0.768000,6.493147,-8.286716,-7.715316,-3.632770,1.003940,7.456927,3.316264,-9.205382,7.980253,6.186060,6.620138,2.160169,3.910557,0.668822,2.100383,8.088560,-3.201207,9.763755,-1.882597,0.505073,-4.771711,-0.396463,6.925773,7.280825,8.821464,-5.776772,-4.476562
-4.575386,-5.049827,9.070450,1.762786,6.514746,-3.332855,7.074458,-9.326956,8.253486,5.082255,-1.051154,-0.816443,-3.094585,-0.976152,4.757474,-2.189916,-9.752377,-6.825706,-4.585259,8.079215,8.303479,-7.006908,1.605129,-5.518266,-0.348411,-1.287488,-3.312351,3.353987,-2.974173,-1.599226,7.867111,7.617098,-3.789936,9.168552,-9.938602,1.477064,3.965051,9.151744,2.273495,0.785325,-3.862939,-1.376873,7.880619,4.086632,-4.723711,-8.529457,-5.765816,3.894282,-6.624741,-7.867804,2.229193,0.858492,8.869157,8.207569,-1.520138,-7.875471,9.232805,9.639020,-0.262043,-0.427009,1.119665,7.802539,-3.623629,-3.378571,-7.260528,1.465282,9.719421,-7.795313,8.112898,1.684525,-7.392911,1.822369,0.070336,-6.141823,-4.791594,-3.337861,-9.154718,-8.782650,5.741842,2.230978,-1.042174,5.390590,6.226959,3.715864,5.019017,-8.007449,1.510453,-1.905942,-6.408691,7.595602,-3.232187,-5.844871,2.068818,1.526227,-5.321472,-9.229166,0.637325,-5.988117,-0.228654,-3.295396,-6.293663,0.083636,6.931798,-1.441778,0.888102,-3.729834,4.936620,-3.062993,4.327246,6.387125,4.553550,-4.339606,1.772472,9.012631,1.192740,-6.298146,-6.226989,8.892214,-7.969787,-9.663146,3.014589,-3.913696,-6.018217,9.107772,-8.643416,-6.552089,-4.596090,-4.598068,8.725775,0.017832,8.069382,4.008607,-9.573456
-0.416607,-0.688852,3.883290,9.158170,-6.540030,1.833459,-2.506190,7.190403,-9.731057,9.653843,-0.939730,8.064786,1.343905,-3.047485,4.550189,6.488937,4.924783,-4.488457,-1.653301,8.366159,6.581288,3.780402,5.060947,-4.873688,-4.100476,6.036205,9.983540,8.084456,-9.187885,-6.253037,3.246097,1.316701,-6.387808,6.837966,-6.944512,5.151491,-9.752632,7.276892,-3.396452,-7.107294,3.446539,3.822447,-4.539722,-1.618754,4.825231,-8.320160,-7.950417,-4.034140,-1.173398,-0.460897,-7.360804,-6.171531,-9.385402,1.104810,-2.454857,-3.782539,7.264429,8.978903,-0.668800,7.460068,-1.140572,9.851559,0.738731,7.997654,-9.656080,-8.295126,5.152961,5.366698,-6.210450,-0.101312,8.568385,-3.752911,-2.780038,6.604786,0.491124,9.929106,-0.482430,-7.692972,-4.380623,1.692805,7.892966,2.001051,-4.586710,-4.509806,1.194918,2.961249,7.232708,-1.138116,2.565374,7.975412,-6.242995,5.086705,1.685466,9.031884,2.044566,-7.923903,-3.456702,2.143138,-4.428855,0.031562,4.409671,-7.701393,-6.613518,-8.934208,8.629819,-5.385874,4.019892,-5.488588,3.583291,-9.282782,-4.152575,0.078205,8.509873,6.196829,-9.535769,-1.076569,-6.256476,3.978431,-6.444286,7.902358,-8.662733,-1.821715,-3.992795,-1.363852,-5.159666,-6.580824,-3.302649,-6.855375,8.443731,-9.223559,2.089951,7.150463,-5.701942
-6.156294,-7.123519,-9.943009,-1.583340,-9.210951,0.627968,-4.756434,2.623705,5.473820,5.386577,4.439306,-5.665438,-7.163829,9.660540,-7.193458,7.779289,0.066742,-1.090999,9.152720,-0.635803,7.681840,0.581087,1.785015,-3.092962,-2.841973,5.646749,-8.184998,4.585462,-7.670167,-3.999994,7.706701,-6.235634,-4.334813,3.450625,-2.340384,-6.727085,8.770980,6.909201,2.832855,3.563493,5.487807,-1.814204,-7.110754,5.038033,2.459304,-7.426650,5.382579,2.449914,-8.791661,9.341377,4.318519,-8.089191,-2.242805,-7.584169,-8.554567,-2.668328,-2.677876,0.835243,-6.502801,3.249203,2.522831,8.669326,-3.797878,0.407914,-8.651229,9.596191,-5.097998,-9.273248,-7.051049,-9.645215,-5.726592,7.115051,9.910594,-4.277512,-5.102096,-5.444907,-3.914328,-0.718695,7.406378,-7.847396,6.281090,-6.970217,5.442704,8.047601,-5.422683,5.592906,2.534061,9.251189,8.319942,5.274453,-3.746070,-0.916763,0.266938,1.301573,3.936330,-7.586998,-4.445009,3.570476,-2.484294,4.055109,-4.483021,9.310243,1.048170,6.067557,-4.379920,2.766797,-9.036704,-6.825537,-3.351233,4.307085,-7.565985,6.681390,-5.669521,0.903064,-0.153402,8.751443,4.273436,3.512106,2.089970,7.436163,-1.591077,-4.388157,2.783880,-1.001933,-8.990029,3.221893,2.215050,8.038314,8.588432,-5.297590,-7.940266,-1.695762,1.720333
-6.892852,0.371899,3.678454,4.256015,-3.778086,6.781895,-8.270752,-0.331485,-0.057829,5.915277,-4.757294,-5.090112,9.006856,0.233641,0.337632,1.515532,-7.904197,-0.409609,7.739983,4.167385,-5.154079,-4.368459,9.852777,-7.429486,5.570514,0.294598,5.719548,-6.340764,7.081916,3.759587,-7.995368,2.671377,-4.733360,-9.181117,-2.776234,0.213120,3.365549,7.305166,-3.677063,-2.789640,-4.277878,1.237542,2.186441,-6.959790,-4.538055,8.505208,-8.311805,3.354781,-7.112422,-9.244827,-5.891268,1.110853,-9.133846,-1.509296,-8.933136,-0.057759,2.924817,-2.769365,-9.683434,-7.159292,-1.240432,1.630648,-8.990498,5.119732,7.830903,1.158757,-5.406686,0.154261,-4.711136,-6.216206,3.413142,-1.054640,-2.939578,8.668398,4.209260,-8.132175,-7.761673,4.233680,-1.791674,9.290231,4.554201,8.260427,7.050957,-5.911126,6.361087,7.841110,-3.079425,-5.887756,8.124110,-7.451863,-7.716032,6.249177,-6.594852,4.477876,9.659363,6.394009,-2.626357,9.902896,9.404720,-8.833451,3.685341,6.491158,0.945811,2.744298,7.297850,-0.677554,5.819465,5.700288,-6.048390,8.904528,-7.672318,-6.849064,-2.864765,8.130964,-7.897971,6.812341,-4.495627,9.674614,-6.482924,9.636903,0.074408,-4.518852,1.116847,0.414119,1.408147,7.748863,0.502968,-0.971618,0.288206,-0.927236,2.991165,0.740000,-1.154696
1.692492,9.148924,5.408846,-3.929927,-1.009891,6.557768,0.081430,-6.412541,5.371683,-3.910854,-6.177211,0.126106,6.506595,-0.240784,-3.897840,7.909234,3.173661,6.635368,8.713104,9.342482,-7.601981,-4.993917,5.882853,-7.765287,9.193099,6.397744,6.690156,4.669829,2.550348,-3.440164,3.475676,1.907312,-0.329384,1.129805,5.166292,-8.383235,-3.856398,1.648115,9.148843,8.688998,8.905945,1.731758,-2.820897,3.211129,-5.110129,-7.464143,2.546935,8.986762,4.549037,5.878915,6.538516,4.365380,-5.832858,7.359149,5.671349,0.736980,8.011863,9.843747,9.283042,8.771707,1.240700,-0.397180,2.277203,9.994168,8.358478,-1.056669,3.987073,-0.631776,1.804762,-0.355819,-8.426843,6.646637,9.520479,-3.714224,-6.021021,1.178436,2.465787,-6.781483,0.656605,2.895699,-3.253849,-7.171192,7.608112,-0.216128,5.853166,-5.040712,-5.437870,-8.038330,9.490757,2.694405,9.508283,-8.851930,6.594919,-4.967742,3.980069,1.849740,-4.905491,9.422383,9.467283,-7.551067,7.771691,-8.417315,6.807357,-2.681728,0.312586,-7.265483,-5.791708,-2.548672,9.857519,2.505207,9.041067,6.270317,3.592346,9.482676,-8.709854,5.568778,-2.038852,0.770648,7.785635,3.806902,1.297686,-0.906822,8.440229,-9.356480,-6.951526,-3.031731,-0.895040,9.680283,-1.540732,-0.226681,8.330423,1.768276,5.631494
-6.165142,7.822026,3.462343,7.050505,-5.572042,-6.826080,9.122821,4.191276,2.277139,9.777724,3.968530,-6.148013,-9.536266,-2.427360,7.159477,7.175749,-4.649203,-6.326827,-6.382984,0.254049,-8.033855,-0.498543,9.572269,9.040345,-4.635975,8.606697,-3.722982,5.689600,3.080822,7.961981,2.510233,-9.559528,-1.641227,-1.090938,7.380730,-4.477934,-3.835640,0.797744,4.560297,-8.840923,6.658126,6.896918,5.279781,8.022109,-9.255779,3.354822,-2.144502,-3.544114,7.349791,-6.308990,1.472659,-1.445530,-9.125894,-8.342481,7.659681,-8.144918,4.401942,-8.817750,1.625004,4.362037,-6.294668,-5.007687,3.093325,-2.772746,-8.835477,1.241282,5.949246,-4.800755,-2.158590,3.300542,9.581248,-8.106714,-8.922647,-5.708826,-0.933947,2.370475,-5.233775,-1.084882,1.432429,-0.897732,-4.948925,0.335218,-4.739293,3.304986,5.422512,-8.360890,2.078470,8.818159,-8.602199,-8.943966,-2.156064,-5.951102,-3.747056,9.141630,3.448779,1.956205,9.377064,7.630855,9.444673,5.171488,8.080125,-3.576925,-1.122907,-8.834741,3.839394,4.603378,-4.166823,-7.749216,-4.211955,1.747978,-8.381564,-2.643247,6.661992,-9.136862,-7.641822,7.399665,5.352527,0.283226,-7.572938,1.512457,-9.058420,7.434683,-1.843917,-4.048370,-4.124331,9.571165,-0.826931,-8.339555,-9.972398,-5.136662,-6.817439,-7.320366,-2.499291
